country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year,gdp_per_capita,generation
Bahamas,1987,female,15-24 years,0.0,25100.0,0.0,2713999900.0,12286.0,Generation X
Bahamas,1987,female,25-34 years,0.0,21100.0,0.0,2713999900.0,12286.0,Boomers
Bahamas,1987,female,35-54 years,0.0,24200.0,0.0,2713999900.0,12286.0,Silent
Bahamas,1987,female,5-14 years,0.0,26400.0,0.0,2713999900.0,12286.0,Generation X
Bahamas,1987,female,55-74 years,0.0,12100.0,0.0,2713999900.0,12286.0,G.I. Generation
Bahamas,1987,female,75+ years,0.0,2900.0,0.0,2713999900.0,12286.0,G.I. Generation
Bahamas,1987,male,15-24 years,0.0,26200.0,0.0,2713999900.0,12286.0,Generation X
Bahamas,1987,male,5-14 years,0.0,27500.0,0.0,2713999900.0,12286.0,Generation X
Bahamas,1987,male,55-74 years,0.0,10200.0,0.0,2713999900.0,12286.0,G.I. Generation
Bahamas,1987,male,75+ years,0.0,1600.0,0.0,2713999900.0,12286.0,G.I. Generation
Bahamas,1993,male,55-74 years,1.0,9900.0,10.1,3092000000.0,12698.0,Silent
Bahamas,1993,female,55-74 years,1.0,11900.0,8.4,3092000000.0,12698.0,Silent
Bahamas,1993,male,25-34 years,2.0,25400.0,7.87,3092000000.0,12698.0,Boomers
Bahamas,1993,male,35-54 years,2.0,27000.0,7.41,3092000000.0,12698.0,Boomers
Bahamas,1993,male,15-24 years,1.0,26800.0,3.73,3092000000.0,12698.0,Generation X
Bahamas,1993,female,15-24 years,0.0,26800.0,0.0,3092000000.0,12698.0,Generation X
Bahamas,1993,female,25-34 years,0.0,26300.0,0.0,3092000000.0,12698.0,Boomers
Bahamas,1993,female,35-54 years,0.0,29300.0,0.0,3092000000.0,12698.0,Boomers
Bahamas,1993,female,5-14 years,0.0,27200.0,0.0,3092000000.0,12698.0,Millenials
Bahamas,1993,female,75+ years,0.0,2800.0,0.0,3092000000.0,12698.0,G.I. Generation
Bahamas,1993,male,5-14 years,0.0,28100.0,0.0,3092000000.0,12698.0,Millenials
Bahamas,1993,male,75+ years,0.0,2000.0,0.0,3092000000.0,12698.0,G.I. Generation
Bahamas,1994,male,35-54 years,3.0,28300.0,10.6,3259000000.0,13073.0,Boomers
Bahamas,1994,female,15-24 years,0.0,26900.0,0.0,3259000000.0,13073.0,Generation X
Bahamas,1994,female,25-34 years,0.0,26800.0,0.0,3259000000.0,13073.0,Boomers
Bahamas,1994,female,35-54 years,0.0,30800.0,0.0,3259000000.0,13073.0,Boomers
Bahamas,1994,female,5-14 years,0.0,27600.0,0.0,3259000000.0,13073.0,Millenials
Bahamas,1994,female,55-74 years,0.0,12300.0,0.0,3259000000.0,13073.0,Silent
Bahamas,1994,female,75+ years,0.0,3000.0,0.0,3259000000.0,13073.0,G.I. Generation
Bahamas,1994,male,15-24 years,0.0,26900.0,0.0,3259000000.0,13073.0,Generation X
Bahamas,1994,male,25-34 years,0.0,26000.0,0.0,3259000000.0,13073.0,Boomers
Bahamas,1994,male,5-14 years,0.0,28300.0,0.0,3259000000.0,13073.0,Millenials
Bahamas,1994,male,55-74 years,0.0,10300.0,0.0,3259000000.0,13073.0,Silent
Bahamas,1994,male,75+ years,0.0,2100.0,0.0,3259000000.0,13073.0,G.I. Generation
Bahamas,1995,male,25-34 years,1.0,26300.0,3.8,3429000000.0,13473.0,Generation X
Bahamas,1995,male,35-54 years,1.0,29800.0,3.36,3429000000.0,13473.0,Boomers
Bahamas,1995,female,15-24 years,0.0,26900.0,0.0,3429000000.0,13473.0,Generation X
Bahamas,1995,female,25-34 years,0.0,27100.0,0.0,3429000000.0,13473.0,Generation X
Bahamas,1995,female,35-54 years,0.0,32300.0,0.0,3429000000.0,13473.0,Boomers
Bahamas,1995,female,5-14 years,0.0,27700.0,0.0,3429000000.0,13473.0,Millenials
Bahamas,1995,female,55-74 years,0.0,12800.0,0.0,3429000000.0,13473.0,Silent
Bahamas,1995,female,75+ years,0.0,3100.0,0.0,3429000000.0,13473.0,G.I. Generation
Bahamas,1995,male,15-24 years,0.0,27000.0,0.0,3429000000.0,13473.0,Generation X
Bahamas,1995,male,5-14 years,0.0,28600.0,0.0,3429000000.0,13473.0,Millenials
Bahamas,1995,male,55-74 years,0.0,10600.0,0.0,3429000000.0,13473.0,Silent
Bahamas,1995,male,75+ years,0.0,2300.0,0.0,3429000000.0,13473.0,G.I. Generation
Bahamas,1996,male,35-54 years,3.0,30549.0,9.82,3609000000.0,14297.0,Boomers
Bahamas,1996,female,15-24 years,0.0,25694.0,0.0,3609000000.0,14297.0,Generation X
Bahamas,1996,female,25-34 years,0.0,25178.0,0.0,3609000000.0,14297.0,Generation X
Bahamas,1996,female,35-54 years,0.0,32794.0,0.0,3609000000.0,14297.0,Boomers
Bahamas,1996,female,5-14 years,0.0,28250.0,0.0,3609000000.0,14297.0,Millenials
Bahamas,1996,female,55-74 years,0.0,13723.0,0.0,3609000000.0,14297.0,Silent
Bahamas,1996,female,75+ years,0.0,2927.0,0.0,3609000000.0,14297.0,G.I. Generation
Bahamas,1996,male,15-24 years,0.0,26103.0,0.0,3609000000.0,14297.0,Generation X
Bahamas,1996,male,25-34 years,0.0,25040.0,0.0,3609000000.0,14297.0,Generation X
Bahamas,1996,male,5-14 years,0.0,28956.0,0.0,3609000000.0,14297.0,Millenials
Bahamas,1996,male,55-74 years,0.0,11476.0,0.0,3609000000.0,14297.0,Silent
Bahamas,1996,male,75+ years,0.0,1748.0,0.0,3609000000.0,14297.0,G.I. Generation
Bahamas,1997,male,25-34 years,1.0,24917.0,4.01,6332360000.0,24740.0,Generation X
Bahamas,1997,male,35-54 years,1.0,31867.0,3.14,6332360000.0,24740.0,Boomers
Bahamas,1997,female,15-24 years,0.0,25605.0,0.0,6332360000.0,24740.0,Generation X
Bahamas,1997,female,25-34 years,0.0,25276.0,0.0,6332360000.0,24740.0,Generation X
Bahamas,1997,female,35-54 years,0.0,34332.0,0.0,6332360000.0,24740.0,Boomers
Bahamas,1997,female,5-14 years,0.0,28389.0,0.0,6332360000.0,24740.0,Millenials
Bahamas,1997,female,55-74 years,0.0,14127.0,0.0,6332360000.0,24740.0,Silent
Bahamas,1997,female,75+ years,0.0,3054.0,0.0,6332360000.0,24740.0,G.I. Generation
Bahamas,1997,male,15-24 years,0.0,25815.0,0.0,6332360000.0,24740.0,Generation X
Bahamas,1997,male,5-14 years,0.0,28929.0,0.0,6332360000.0,24740.0,Millenials
Bahamas,1997,male,55-74 years,0.0,11798.0,0.0,6332360000.0,24740.0,Silent
Bahamas,1997,male,75+ years,0.0,1847.0,0.0,6332360000.0,24740.0,G.I. Generation
Bahamas,1998,male,25-34 years,2.0,24751.0,8.08,6833220000.0,26269.0,Generation X
Bahamas,1998,male,35-54 years,1.0,33276.0,3.01,6833220000.0,26269.0,Boomers
Bahamas,1998,female,15-24 years,0.0,25583.0,0.0,6833220000.0,26269.0,Generation X
Bahamas,1998,female,25-34 years,0.0,25347.0,0.0,6833220000.0,26269.0,Generation X
Bahamas,1998,female,35-54 years,0.0,36034.0,0.0,6833220000.0,26269.0,Boomers
Bahamas,1998,female,5-14 years,0.0,28660.0,0.0,6833220000.0,26269.0,Millenials
Bahamas,1998,female,55-74 years,0.0,14541.0,0.0,6833220000.0,26269.0,Silent
Bahamas,1998,female,75+ years,0.0,3187.0,0.0,6833220000.0,26269.0,G.I. Generation
Bahamas,1998,male,15-24 years,0.0,25619.0,0.0,6833220000.0,26269.0,Generation X
Bahamas,1998,male,5-14 years,0.0,29048.0,0.0,6833220000.0,26269.0,Millenials
Bahamas,1998,male,55-74 years,0.0,12140.0,0.0,6833220000.0,26269.0,Silent
Bahamas,1998,male,75+ years,0.0,1939.0,0.0,6833220000.0,26269.0,G.I. Generation
Bahamas,1999,male,25-34 years,3.0,24557.0,12.22,7683870000.0,29019.0,Generation X
Bahamas,1999,female,25-34 years,1.0,25368.0,3.94,7683870000.0,29019.0,Generation X
Bahamas,1999,male,15-24 years,1.0,25536.0,3.92,7683870000.0,29019.0,Generation X
Bahamas,1999,male,35-54 years,1.0,34691.0,2.88,7683870000.0,29019.0,Boomers
Bahamas,1999,female,15-24 years,0.0,25625.0,0.0,7683870000.0,29019.0,Generation X
Bahamas,1999,female,35-54 years,0.0,37759.0,0.0,7683870000.0,29019.0,Boomers
Bahamas,1999,female,5-14 years,0.0,29048.0,0.0,7683870000.0,29019.0,Millenials
Bahamas,1999,female,55-74 years,0.0,14983.0,0.0,7683870000.0,29019.0,Silent
Bahamas,1999,female,75+ years,0.0,3335.0,0.0,7683870000.0,29019.0,G.I. Generation
Bahamas,1999,male,5-14 years,0.0,29327.0,0.0,7683870000.0,29019.0,Millenials
Bahamas,1999,male,55-74 years,0.0,12526.0,0.0,7683870000.0,29019.0,Silent
Bahamas,1999,male,75+ years,0.0,2036.0,0.0,7683870000.0,29019.0,G.I. Generation
Bahamas,2000,male,25-34 years,4.0,24338.0,16.44,8076470000.0,29942.0,Generation X
Bahamas,2000,male,35-54 years,5.0,36060.0,13.87,8076470000.0,29942.0,Boomers
Bahamas,2000,female,55-74 years,1.0,15459.0,6.47,8076470000.0,29942.0,Silent
Bahamas,2000,female,15-24 years,1.0,25774.0,3.88,8076470000.0,29942.0,Generation X
Bahamas,2000,female,25-34 years,0.0,25314.0,0.0,8076470000.0,29942.0,Generation X
Bahamas,2000,female,35-54 years,0.0,39420.0,0.0,8076470000.0,29942.0,Boomers
Bahamas,2000,female,5-14 years,0.0,29453.0,0.0,8076470000.0,29942.0,Millenials
Bahamas,2000,female,75+ years,0.0,3494.0,0.0,8076470000.0,29942.0,G.I. Generation
Bahamas,2000,male,15-24 years,0.0,25606.0,0.0,8076470000.0,29942.0,Generation X
Bahamas,2000,male,5-14 years,0.0,29702.0,0.0,8076470000.0,29942.0,Millenials
Bahamas,2000,male,55-74 years,0.0,12981.0,0.0,8076470000.0,29942.0,Silent
Bahamas,2000,male,75+ years,0.0,2137.0,0.0,8076470000.0,29942.0,G.I. Generation
Bahamas,2001,male,35-54 years,1.0,37335.0,2.68,8317830000.0,30122.0,Boomers
Bahamas,2001,female,15-24 years,0.0,26565.0,0.0,8317830000.0,30122.0,Millenials
Bahamas,2001,female,25-34 years,0.0,25447.0,0.0,8317830000.0,30122.0,Generation X
Bahamas,2001,female,35-54 years,0.0,40803.0,0.0,8317830000.0,30122.0,Boomers
Bahamas,2001,female,5-14 years,0.0,29545.0,0.0,8317830000.0,30122.0,Millenials
Bahamas,2001,female,55-74 years,0.0,16236.0,0.0,8317830000.0,30122.0,Silent
Bahamas,2001,female,75+ years,0.0,3680.0,0.0,8317830000.0,30122.0,Silent
Bahamas,2001,male,15-24 years,0.0,26361.0,0.0,8317830000.0,30122.0,Millenials
Bahamas,2001,male,25-34 years,0.0,24515.0,0.0,8317830000.0,30122.0,Generation X
Bahamas,2001,male,5-14 years,0.0,29815.0,0.0,8317830000.0,30122.0,Millenials
Bahamas,2001,male,55-74 years,0.0,13606.0,0.0,8317830000.0,30122.0,Silent
Bahamas,2001,male,75+ years,0.0,2232.0,0.0,8317830000.0,30122.0,Silent
Bahamas,2002,male,15-24 years,2.0,27106.0,7.38,8881160000.0,31432.0,Millenials
Bahamas,2002,male,35-54 years,1.0,38667.0,2.59,8881160000.0,31432.0,Boomers
Bahamas,2002,female,15-24 years,0.0,27307.0,0.0,8881160000.0,31432.0,Millenials
Bahamas,2002,female,25-34 years,0.0,25644.0,0.0,8881160000.0,31432.0,Generation X
Bahamas,2002,female,35-54 years,0.0,42134.0,0.0,8881160000.0,31432.0,Boomers
Bahamas,2002,female,5-14 years,0.0,29453.0,0.0,8881160000.0,31432.0,Millenials
Bahamas,2002,female,55-74 years,0.0,17111.0,0.0,8881160000.0,31432.0,Silent
Bahamas,2002,female,75+ years,0.0,3880.0,0.0,8881160000.0,31432.0,Silent
Bahamas,2002,male,25-34 years,0.0,24798.0,0.0,8881160000.0,31432.0,Generation X
Bahamas,2002,male,5-14 years,0.0,29792.0,0.0,8881160000.0,31432.0,Millenials
Bahamas,2002,male,55-74 years,0.0,14336.0,0.0,8881160000.0,31432.0,Silent
Bahamas,2002,male,75+ years,0.0,2327.0,0.0,8881160000.0,31432.0,Silent
Bahamas,2003,male,35-54 years,1.0,40113.0,2.49,8870090000.0,30704.0,Boomers
Bahamas,2003,female,15-24 years,0.0,27919.0,0.0,8870090000.0,30704.0,Millenials
Bahamas,2003,female,25-34 years,0.0,25941.0,0.0,8870090000.0,30704.0,Generation X
Bahamas,2003,female,35-54 years,0.0,43511.0,0.0,8870090000.0,30704.0,Boomers
Bahamas,2003,female,5-14 years,0.0,29130.0,0.0,8870090000.0,30704.0,Millenials
Bahamas,2003,female,55-74 years,0.0,18079.0,0.0,8870090000.0,30704.0,Silent
Bahamas,2003,female,75+ years,0.0,4092.0,0.0,8870090000.0,30704.0,Silent
Bahamas,2003,male,15-24 years,0.0,27766.0,0.0,8870090000.0,30704.0,Millenials
Bahamas,2003,male,25-34 years,0.0,25200.0,0.0,8870090000.0,30704.0,Generation X
Bahamas,2003,male,5-14 years,0.0,29553.0,0.0,8870090000.0,30704.0,Millenials
Bahamas,2003,male,55-74 years,0.0,15166.0,0.0,8870090000.0,30704.0,Silent
Bahamas,2003,male,75+ years,0.0,2418.0,0.0,8870090000.0,30704.0,Silent
Bahamas,2004,male,15-24 years,1.0,28309.0,3.53,9055290000.0,30671.0,Millenials
Bahamas,2004,male,35-54 years,1.0,41662.0,2.4,9055290000.0,30671.0,Boomers
Bahamas,2004,female,15-24 years,0.0,28385.0,0.0,9055290000.0,30671.0,Millenials
Bahamas,2004,female,25-34 years,0.0,26367.0,0.0,9055290000.0,30671.0,Generation X
Bahamas,2004,female,35-54 years,0.0,44948.0,0.0,9055290000.0,30671.0,Boomers
Bahamas,2004,female,5-14 years,0.0,28634.0,0.0,9055290000.0,30671.0,Millenials
Bahamas,2004,female,55-74 years,0.0,19143.0,0.0,9055290000.0,30671.0,Silent
Bahamas,2004,female,75+ years,0.0,4327.0,0.0,9055290000.0,30671.0,Silent
Bahamas,2004,male,25-34 years,0.0,25733.0,0.0,9055290000.0,30671.0,Generation X
Bahamas,2004,male,5-14 years,0.0,29136.0,0.0,9055290000.0,30671.0,Millenials
Bahamas,2004,male,55-74 years,0.0,16082.0,0.0,9055290000.0,30671.0,Silent
Bahamas,2004,male,75+ years,0.0,2511.0,0.0,9055290000.0,30671.0,Silent
Bahamas,2005,male,25-34 years,1.0,26366.0,3.79,9836200000.0,32596.0,Generation X
Bahamas,2005,female,25-34 years,1.0,26917.0,3.72,9836200000.0,32596.0,Generation X
Bahamas,2005,male,5-14 years,1.0,28690.0,3.49,9836200000.0,32596.0,Millenials
Bahamas,2005,male,35-54 years,1.0,43193.0,2.32,9836200000.0,32596.0,Boomers
Bahamas,2005,female,15-24 years,0.0,28757.0,0.0,9836200000.0,32596.0,Millenials
Bahamas,2005,female,35-54 years,0.0,46362.0,0.0,9836200000.0,32596.0,Boomers
Bahamas,2005,female,5-14 years,0.0,28118.0,0.0,9836200000.0,32596.0,Millenials
Bahamas,2005,female,55-74 years,0.0,20307.0,0.0,9836200000.0,32596.0,Silent
Bahamas,2005,female,75+ years,0.0,4589.0,0.0,9836200000.0,32596.0,Silent
Bahamas,2005,male,15-24 years,0.0,28762.0,0.0,9836200000.0,32596.0,Millenials
Bahamas,2005,male,55-74 years,0.0,17085.0,0.0,9836200000.0,32596.0,Silent
Bahamas,2005,male,75+ years,0.0,2617.0,0.0,9836200000.0,32596.0,Silent
Bahamas,2006,male,15-24 years,1.0,29472.0,3.39,10167250000.0,32957.0,Millenials
Bahamas,2006,male,35-54 years,1.0,44490.0,2.25,10167250000.0,32957.0,Boomers
Bahamas,2006,female,15-24 years,0.0,29420.0,0.0,10167250000.0,32957.0,Millenials
Bahamas,2006,female,25-34 years,0.0,27172.0,0.0,10167250000.0,32957.0,Generation X
Bahamas,2006,female,35-54 years,0.0,47679.0,0.0,10167250000.0,32957.0,Boomers
Bahamas,2006,female,5-14 years,0.0,28256.0,0.0,10167250000.0,32957.0,Millenials
Bahamas,2006,female,55-74 years,0.0,21081.0,0.0,10167250000.0,32957.0,Silent
Bahamas,2006,female,75+ years,0.0,4817.0,0.0,10167250000.0,32957.0,Silent
Bahamas,2006,male,25-34 years,0.0,26713.0,0.0,10167250000.0,32957.0,Generation X
Bahamas,2006,male,5-14 years,0.0,28912.0,0.0,10167250000.0,32957.0,Millenials
Bahamas,2006,male,55-74 years,0.0,17743.0,0.0,10167250000.0,32957.0,Silent
Bahamas,2006,male,75+ years,0.0,2744.0,0.0,10167250000.0,32957.0,Silent
Bahamas,2007,male,35-54 years,2.0,45790.0,4.37,10618340000.0,33710.0,Boomers
Bahamas,2007,male,25-34 years,1.0,27047.0,3.7,10618340000.0,33710.0,Generation X
Bahamas,2007,male,15-24 years,1.0,30182.0,3.31,10618340000.0,33710.0,Millenials
Bahamas,2007,female,35-54 years,1.0,48976.0,2.04,10618340000.0,33710.0,Boomers
Bahamas,2007,female,15-24 years,0.0,30101.0,0.0,10618340000.0,33710.0,Millenials
Bahamas,2007,female,25-34 years,0.0,27419.0,0.0,10618340000.0,33710.0,Generation X
Bahamas,2007,female,5-14 years,0.0,28225.0,0.0,10618340000.0,33710.0,Generation Z
Bahamas,2007,female,55-74 years,0.0,21936.0,0.0,10618340000.0,33710.0,Silent
Bahamas,2007,female,75+ years,0.0,5046.0,0.0,10618340000.0,33710.0,Silent
Bahamas,2007,male,5-14 years,0.0,28953.0,0.0,10618340000.0,33710.0,Generation Z
Bahamas,2007,male,55-74 years,0.0,18460.0,0.0,10618340000.0,33710.0,Silent
Bahamas,2007,male,75+ years,0.0,2854.0,0.0,10618340000.0,33710.0,Silent
Bahamas,2008,male,25-34 years,1.0,27416.0,3.65,10526000000.0,32746.0,Generation X
Bahamas,2008,male,5-14 years,1.0,28759.0,3.48,10526000000.0,32746.0,Generation Z
Bahamas,2008,male,15-24 years,1.0,30842.0,3.24,10526000000.0,32746.0,Millenials
Bahamas,2008,male,35-54 years,1.0,47227.0,2.12,10526000000.0,32746.0,Boomers
Bahamas,2008,female,15-24 years,0.0,30739.0,0.0,10526000000.0,32746.0,Millenials
Bahamas,2008,female,25-34 years,0.0,27705.0,0.0,10526000000.0,32746.0,Generation X
Bahamas,2008,female,35-54 years,0.0,50385.0,0.0,10526000000.0,32746.0,Boomers
Bahamas,2008,female,5-14 years,0.0,27972.0,0.0,10526000000.0,32746.0,Generation Z
Bahamas,2008,female,55-74 years,0.0,22905.0,0.0,10526000000.0,32746.0,Silent
Bahamas,2008,female,75+ years,0.0,5272.0,0.0,10526000000.0,32746.0,Silent
Bahamas,2008,male,55-74 years,0.0,19279.0,0.0,10526000000.0,32746.0,Silent
Bahamas,2008,male,75+ years,0.0,2946.0,0.0,10526000000.0,32746.0,Silent
Bahamas,2009,male,15-24 years,2.0,31432.0,6.36,9981960000.0,30450.0,Millenials
Bahamas,2009,male,35-54 years,2.0,48784.0,4.1,9981960000.0,30450.0,Boomers
Bahamas,2009,male,25-34 years,1.0,27862.0,3.59,9981960000.0,30450.0,Generation X
Bahamas,2009,female,35-54 years,1.0,51877.0,1.93,9981960000.0,30450.0,Boomers
Bahamas,2009,female,15-24 years,0.0,31298.0,0.0,9981960000.0,30450.0,Millenials
Bahamas,2009,female,25-34 years,0.0,28059.0,0.0,9981960000.0,30450.0,Generation X
Bahamas,2009,female,5-14 years,0.0,27474.0,0.0,9981960000.0,30450.0,Generation Z
Bahamas,2009,female,55-74 years,0.0,23987.0,0.0,9981960000.0,30450.0,Silent
Bahamas,2009,female,75+ years,0.0,5515.0,0.0,9981960000.0,30450.0,Silent
Bahamas,2009,male,5-14 years,0.0,28311.0,0.0,9981960000.0,30450.0,Generation Z
Bahamas,2009,male,55-74 years,0.0,20196.0,0.0,9981960000.0,30450.0,Silent
Bahamas,2009,male,75+ years,0.0,3018.0,0.0,9981960000.0,30450.0,Silent
Bahamas,2010,male,75+ years,1.0,3090.0,32.36,10095760000.0,30239.0,Silent
Bahamas,2010,female,15-24 years,2.0,31792.0,6.29,10095760000.0,30239.0,Millenials
Bahamas,2010,male,35-54 years,3.0,50326.0,5.96,10095760000.0,30239.0,Generation X
Bahamas,2010,male,55-74 years,1.0,21188.0,4.72,10095760000.0,30239.0,Silent
Bahamas,2010,female,55-74 years,1.0,25150.0,3.98,10095760000.0,30239.0,Silent
Bahamas,2010,male,15-24 years,1.0,31968.0,3.13,10095760000.0,30239.0,Millenials
Bahamas,2010,female,35-54 years,1.0,53312.0,1.88,10095760000.0,30239.0,Generation X
Bahamas,2010,female,25-34 years,0.0,28521.0,0.0,10095760000.0,30239.0,Generation X
Bahamas,2010,female,5-14 years,0.0,26732.0,0.0,10095760000.0,30239.0,Generation Z
Bahamas,2010,female,75+ years,0.0,5772.0,0.0,10095760000.0,30239.0,Silent
Bahamas,2010,male,25-34 years,0.0,28398.0,0.0,10095760000.0,30239.0,Generation X
Bahamas,2010,male,5-14 years,0.0,27620.0,0.0,10095760000.0,30239.0,Generation Z
Bahamas,2011,male,55-74 years,1.0,22178.0,4.51,10070450000.0,29761.0,Boomers
Bahamas,2011,female,25-34 years,1.0,29138.0,3.43,10070450000.0,29761.0,Millenials
Bahamas,2011,male,15-24 years,1.0,32343.0,3.09,10070450000.0,29761.0,Millenials
Bahamas,2011,male,35-54 years,1.0,50932.0,1.96,10070450000.0,29761.0,Generation X
Bahamas,2011,female,15-24 years,0.0,32120.0,0.0,10070450000.0,29761.0,Millenials
Bahamas,2011,female,35-54 years,0.0,53821.0,0.0,10070450000.0,29761.0,Generation X
Bahamas,2011,female,5-14 years,0.0,26108.0,0.0,10070450000.0,29761.0,Generation Z
Bahamas,2011,female,55-74 years,0.0,26262.0,0.0,10070450000.0,29761.0,Boomers
Bahamas,2011,female,75+ years,0.0,6106.0,0.0,10070450000.0,29761.0,Silent
Bahamas,2011,male,25-34 years,0.0,28997.0,0.0,10070450000.0,29761.0,Millenials
Bahamas,2011,male,5-14 years,0.0,27054.0,0.0,10070450000.0,29761.0,Generation Z
Bahamas,2011,male,75+ years,0.0,3324.0,0.0,10070450000.0,29761.0,Silent
Bahamas,2012,male,15-24 years,2.0,32716.0,6.11,10720500000.0,31204.0,Millenials
Bahamas,2012,male,35-54 years,2.0,51466.0,3.89,10720500000.0,31204.0,Generation X
Bahamas,2012,female,35-54 years,1.0,54245.0,1.84,10720500000.0,31204.0,Generation X
Bahamas,2012,female,15-24 years,0.0,32430.0,0.0,10720500000.0,31204.0,Millenials
Bahamas,2012,female,25-34 years,0.0,29909.0,0.0,10720500000.0,31204.0,Millenials
Bahamas,2012,female,5-14 years,0.0,25670.0,0.0,10720500000.0,31204.0,Generation Z
Bahamas,2012,female,55-74 years,0.0,27444.0,0.0,10720500000.0,31204.0,Boomers
Bahamas,2012,female,75+ years,0.0,6463.0,0.0,10720500000.0,31204.0,Silent
Bahamas,2012,male,25-34 years,0.0,29740.0,0.0,10720500000.0,31204.0,Millenials
Bahamas,2012,male,5-14 years,0.0,26675.0,0.0,10720500000.0,31204.0,Generation Z
Bahamas,2012,male,55-74 years,0.0,23216.0,0.0,10720500000.0,31204.0,Boomers
Bahamas,2012,male,75+ years,0.0,3584.0,0.0,10720500000.0,31204.0,Silent
Bahamas,2013,male,55-74 years,2.0,24298.0,8.23,10627600000.0,30455.0,Boomers
Bahamas,2013,male,35-54 years,2.0,51912.0,3.85,10627600000.0,30455.0,Generation X
Bahamas,2013,female,35-54 years,1.0,54567.0,1.83,10627600000.0,30455.0,Generation X
Bahamas,2013,female,15-24 years,0.0,32613.0,0.0,10627600000.0,30455.0,Millenials
Bahamas,2013,female,25-34 years,0.0,30751.0,0.0,10627600000.0,30455.0,Millenials
Bahamas,2013,female,5-14 years,0.0,25435.0,0.0,10627600000.0,30455.0,Generation Z
Bahamas,2013,female,55-74 years,0.0,28689.0,0.0,10627600000.0,30455.0,Boomers
Bahamas,2013,female,75+ years,0.0,6828.0,0.0,10627600000.0,30455.0,Silent
Bahamas,2013,male,15-24 years,0.0,32971.0,0.0,10627600000.0,30455.0,Millenials
Bahamas,2013,male,25-34 years,0.0,30545.0,0.0,10627600000.0,30455.0,Millenials
Bahamas,2013,male,5-14 years,0.0,26496.0,0.0,10627600000.0,30455.0,Generation Z
Bahamas,2013,male,75+ years,0.0,3854.0,0.0,10627600000.0,30455.0,Silent
Bahrain,1985,male,25-34 years,7.0,67600.0,10.36,3651861702.0,9980.0,Boomers
Bahrain,1985,male,35-54 years,3.0,49700.0,6.04,3651861702.0,9980.0,Silent
Bahrain,1985,female,35-54 years,1.0,26900.0,3.72,3651861702.0,9980.0,Silent
Bahrain,1985,female,15-24 years,0.0,37800.0,0.0,3651861702.0,9980.0,Generation X
Bahrain,1985,female,25-34 years,0.0,27600.0,0.0,3651861702.0,9980.0,Boomers
Bahrain,1985,female,5-14 years,0.0,41400.0,0.0,3651861702.0,9980.0,Generation X
Bahrain,1985,female,55-74 years,0.0,8700.0,0.0,3651861702.0,9980.0,G.I. Generation
Bahrain,1985,female,75+ years,0.0,1500.0,0.0,3651861702.0,9980.0,G.I. Generation
Bahrain,1985,male,15-24 years,0.0,49700.0,0.0,3651861702.0,9980.0,Generation X
Bahrain,1985,male,5-14 years,0.0,42000.0,0.0,3651861702.0,9980.0,Generation X
Bahrain,1985,male,55-74 years,0.0,11600.0,0.0,3651861702.0,9980.0,G.I. Generation
Bahrain,1985,male,75+ years,0.0,1400.0,0.0,3651861702.0,9980.0,G.I. Generation
Bahrain,1987,male,55-74 years,1.0,11800.0,8.47,3392021011.0,9321.0,G.I. Generation
Bahrain,1987,male,35-54 years,3.0,47700.0,6.29,3392021011.0,9321.0,Silent
Bahrain,1987,male,25-34 years,3.0,63900.0,4.69,3392021011.0,9321.0,Boomers
Bahrain,1987,female,25-34 years,1.0,27500.0,3.64,3392021011.0,9321.0,Boomers
Bahrain,1987,female,15-24 years,1.0,38600.0,2.59,3392021011.0,9321.0,Generation X
Bahrain,1987,female,35-54 years,0.0,27300.0,0.0,3392021011.0,9321.0,Silent
Bahrain,1987,female,5-14 years,0.0,42500.0,0.0,3392021011.0,9321.0,Generation X
Bahrain,1987,female,55-74 years,0.0,8900.0,0.0,3392021011.0,9321.0,G.I. Generation
Bahrain,1987,female,75+ years,0.0,1500.0,0.0,3392021011.0,9321.0,G.I. Generation
Bahrain,1987,male,15-24 years,0.0,49400.0,0.0,3392021011.0,9321.0,Generation X
Bahrain,1987,male,5-14 years,0.0,43200.0,0.0,3392021011.0,9321.0,Generation X
Bahrain,1987,male,75+ years,0.0,1600.0,0.0,3392021011.0,9321.0,G.I. Generation
Bahrain,1988,male,25-34 years,8.0,61600.0,12.99,3702393617.0,9501.0,Boomers
Bahrain,1988,male,35-54 years,4.0,63500.0,6.3,3702393617.0,9501.0,Silent
Bahrain,1988,female,35-54 years,1.0,30900.0,3.24,3702393617.0,9501.0,Silent
Bahrain,1988,male,15-24 years,1.0,44100.0,2.27,3702393617.0,9501.0,Generation X
Bahrain,1988,female,15-24 years,0.0,38300.0,0.0,3702393617.0,9501.0,Generation X
Bahrain,1988,female,25-34 years,0.0,32000.0,0.0,3702393617.0,9501.0,Boomers
Bahrain,1988,female,5-14 years,0.0,45400.0,0.0,3702393617.0,9501.0,Generation X
Bahrain,1988,female,55-74 years,0.0,10300.0,0.0,3702393617.0,9501.0,G.I. Generation
Bahrain,1988,female,75+ years,0.0,1400.0,0.0,3702393617.0,9501.0,G.I. Generation
Bahrain,1988,male,5-14 years,0.0,46500.0,0.0,3702393617.0,9501.0,Generation X
Bahrain,1988,male,55-74 years,0.0,14400.0,0.0,3702393617.0,9501.0,G.I. Generation
